filename,question,choices__001,choices__002,choices__003,choices__004,choices__005,choices__006,correct_answer,user_data,user_data__voted_answers,user_data__vote_count,user_data__is_most_voted
result_examtopics professional cloud architect topic 1 251 discussion.html,"You are working on a new application that is deployed on Cloud Run and uses Cloud Functions. Each time new features are added, new Cloud Functions and Cloud Run services are deployed. You use ENV variables to keep track of the services and enable interservice communication, but the maintenance of the ENV variables has become difficult. You want to implement dynamic discovery in a scalable way. What should you do?",A.Configure your microservices to use the Cloud Run Admin and Cloud Functions APIs to query for deployed Cloud Run services and Cloud Functions in the Google Cloud project.,"B.Create a Service Directory namespace. Use API calls to register the services during deployment, and query during runtime.",C.Rename the Cloud Functions and Cloud Run services endpoint is using a well-documented naming convention.,"D.Deploy Hashicorp Consul on a single Compute Engine instance. Register the services with Consul during deployment, and query during runtime.",,,B,,B,8,TRUE
result_examtopics professional cloud architect topic 1 26 discussion.html,Your organization requires that metrics from all applications be retained for 5 years for future analysis in possible legal proceedings.Which approach should you use?,A.Grant the security team access to the logs in each Project,"B.Configure Stackdriver Monitoring for all Projects, and export to BigQuery",C.Configure Stackdriver Monitoring for all Projects with the default retention policies,"D.Configure Stackdriver Monitoring for all Projects, and export to Google Cloud Storage",,,D,,D,79,TRUE
,,,,,,,,,,B,28,FALSE
result_examtopics professional cloud architect topic 1 162 discussion.html,Your application is deployed on hundreds of Compute Engine instances in a managed instance group (MIG) in multiple zones. You need to deploy a new instance template to fix a critical vulnerability immediately but must avoid impact to your service. What setting should be made to the MIG after updating the instance template?,A.Set the Max Surge to 100%.,B.Set the Update mode to Opportunistic.,C.Set the Maximum Unavailable to 100%.,D.Set the Minimum Wait time to 0 seconds.,,,D,,D,19,TRUE
,,,,,,,,,,B,7,FALSE
,,,,,,,,,,A,2,FALSE
result_examtopics professional cloud architect topic 1 160 discussion.html,"The application reliability team at your company this added a debug feature to their backend service to send all server events to Google Cloud Storage for eventual analysis. The event records are at least 50 KB and at most 15 MB and are expected to peak at 3,000 events per second. You want to minimize data loss.Which process should you implement?","A.iC  Append metadata to file body iC  Compress individual files iC  Name files with serverName iC "" Timestamp iC  Create a new bucket if bucket is older than 1 hour and save individual files to the new bucket. Otherwise, save files to existing bucket.","B.iC  Batch every 10,000 events with a single manifest file for metadata iC  Compress event files and manifest file into a single archive file iC  Name files using serverName iC "" EventSequence iC  Create a new bucket if bucket is older than 1 day and save the single archive file to the new bucket. Otherwise, save the single archive file to existing bucket.","C.iC  Compress individual files iC  Name files with serverName iC "" EventSequence iC  Save files to one bucket iC  Set custom metadata headers for each object after saving",D.iC  Append metadata to file body iC  Compress individual files iC  Name files with a random prefix pattern iC  Save files to one bucket,,,D,,D,11,TRUE
,,,,,,,,,,B,3,FALSE
result_examtopics professional cloud architect topic 1 186 discussion.html,"Your company uses Google Kubernetes Engine (GKE) as a platform for all workloads. Your company has a single large GKE cluster that contains batch, stateful, and stateless workloads. The GKE cluster is configured with a single node pool with 200 nodes. Your company needs to reduce the cost of this cluster but does not want to compromise availability. What should you do?",A.Create a second GKE cluster for the batch workloads only. Allocate the 200 original nodes across both clusters.,B.Configure CPU and memory limits on the namespaces in the cluster. Configure all Pods to have a CPU and memory limits.,C.Configure a HorizontalPodAutoscaler for all stateless workloads and for all compatible stateful workloads. Configure the cluster to use node auto scaling.,D.Change the node pool to use preemptible VMs.,,,C,,C,32,TRUE
result_examtopics professional cloud architect topic 1 37 discussion.html,Your company provides a recommendation engine for retail customers. You are providing retail customers with an API where they can submit a user ID and theAPI returns a list of recommendations for that user. You are responsible for the API lifecycle and want to ensure stability for your customers in case the API makes backward-incompatible changes. You want to follow Google-recommended practices. What should you do?,A.Create a distribution list of all customers to inform them of an upcoming backward-incompatible change at least one month before replacing the old API with the new API.,"B.Create an automated process to generate API documentation, and update the public API documentation as part of the CI/CD process when deploying an update to the API.",C.Use a versioning strategy for the APIs that increases the version number on every backward-incompatible change.,D.Use a versioning strategy for the APIs that adds the suffix iC DEPRECATEDiC  to the current API version number on every backward-incompatible change. Use the current version number for the new API.,,,C,,C,35,TRUE
result_examtopics professional cloud architect topic 1 191 discussion.html,You are deploying an application to Google Cloud. The application is part of a system. The application in Google Cloud must communicate over a private network with applications in a non-Google Cloud environment. The expected average throughput is 200 kbps. The business requires:ue as close to 100% system availability as possibleue cost optimizationYou need to design the connectivity between the locations to meet the business requirements. What should you provision?,A.An HA Cloud VPN gateway connected with two tunnels to an on-premises VPN gateway,"B.Two Classic Cloud VPN gateways connected to two on-premises VPN gateways Configure each Classic Cloud VPN gateway to have two tunnels, each connected to different on-premises VPN gateways","C.Two HA Cloud VPN gateways connected to two on-premises VPN gateways Configure each HA Cloud VPN gateway to have two tunnels, each connected to different on-premises VPN gateways",D.A single Cloud VPN gateway connected to an on-premises VPN gateway,,,A,,A,31,TRUE
,,,,,,,,,,C,4,FALSE
,,,,,,,,,,D,3,FALSE
result_examtopics professional cloud architect topic 1 141 discussion.html,"You are building a CI/CD pipeline that consists of a version control system, Cloud Build, and Container Registry. Each time a new tag is pushed to the repository, a Cloud Build job is triggered, which runs unit tests on the new code builds a new Docker container image, and pushes it into Container Registry. The last step of your pipeline should deploy the new container to your production Google Kubernetes Engine (GKE) cluster. You need to select a tool and deployment strategy that meets the following requirements:A Zero downtime is incurredA Testing is fully automatedA Allows for testing before being rolled out to usersA Can quickly rollback if neededWhat should you do?","A.Trigger a Spinnaker pipeline configured as an A/B test of your new code and, if it is successful, deploy the container to production.","B.Trigger a Spinnaker pipeline configured as a canary test of your new code and, if it is successful, deploy the container to production.","C.Trigger another Cloud Build job that uses the Kubernetes CLI tools to deploy your new container to your GKE cluster, where you can perform a canary test.","D.Trigger another Cloud Build job that uses the Kubernetes CLI tools to deploy your new container to your GKE cluster, where you can perform a shadow test.",,,D,,D,9,TRUE
,,,,,,,,,,B,3,FALSE
result_examtopics professional cloud architect topic 1 100 discussion.html,"You need to ensure reliability for your application and operations by supporting reliable task scheduling for compute on GCP. Leveraging Google best practices, what should you do?","A.Using the Cron service provided by App Engine, publish messages directly to a message-processing utility service running on Compute Engine instances.","B.Using the Cron service provided by App Engine, publish messages to a Cloud Pub/Sub topic. Subscribe to that topic using a message-processing utility service running on Compute Engine instances.","C.Using the Cron service provided by Google Kubernetes Engine (GKE), publish messages directly to a message-processing utility service running on Compute Engine instances.","D.Using the Cron service provided by GKE, publish messages to a Cloud Pub/Sub topic. Subscribe to that topic using a message-processing utility service running on Compute Engine instances.",,,B,,B,29,TRUE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 179 discussion.html,You need to set up a Cloud Interconnect connection between your companyAos on-premises data center and VPC host network. You want to make sure that on-premises applications can only access Google APIs over the Cloud Interconnect and not through the public internet. You are required to only use APIs that are supported by VPC Service Controls to mitigate against exfiltration risk to non-supported APIs. How should you configure the network?,A.Enable Private Google Access on the regional subnets and global dynamic routing mode.,"B.Create a CNAME to map *.googleapis.com to restricted.googleapis.com, and create A records for restricted.googleapis.com mapped to 199.36.153.8/30.","C.Use private.googleapis.com to access Google APIs using a set of IP addresses only routable from within Google Cloud, which are advertised as routes over the connection.","D.Use restricted googleapis.com to access Google APIs using a set of IP addresses only routable from within Google Cloud, which are advertised as routes over the Cloud Interconnect connection.",,,D,,D,5,TRUE
result_examtopics professional cloud architect topic 1 73 discussion.html,An organization is starting to move its infrastructure from its on-premises environment to Google Cloud Platform (GCP). The first step the organization wants to take is to migrate its ongoing data backup and disaster recovery solutions to GCP. The organization's on-premises production environment is going to be the next phase for migration to GCP. Stable networking connectivity between the on-premises environment and GCP is also being implemented.Which GCP solution should the organization use?,A.BigQuery using a data pipeline job with continuous updates via Cloud VPN,B.Cloud Storage using a scheduled task and gsutil via Cloud Interconnect,C.Compute Engines Virtual Machines using Persistent Disk via Cloud Interconnect,D.Cloud Datastore using regularly scheduled batch upload jobs via Cloud VPN,,,B,,B,11,TRUE
,,,,,,,,,,C,3,FALSE
result_examtopics professional cloud architect topic 1 97 discussion.html,Your company creates rendering software which users can download from the company website. Your company has customers all over the world. You want to minimize latency for all your customers. You want to follow Google-recommended practices.How should you store the files?,A.Save the files in a Multi-Regional Cloud Storage bucket.,"B.Save the files in a Regional Cloud Storage bucket, one bucket per zone of the region.","C.Save the files in multiple Regional Cloud Storage buckets, one bucket per zone per region.","D.Save the files in multiple Multi-Regional Cloud Storage buckets, one bucket per multi-region.",,,D,,D,59,TRUE
,,,,,,,,,,A,26,FALSE
,,,,,,,,,,C,11,FALSE
result_examtopics professional cloud architect topic 1 85 discussion.html,Your company captures all web traffic data in Google Analytics 360 and stores it in BigQuery. Each country has its own dataset. Each dataset has multiple tables.You want analysts from each country to be able to see and query only the data for their respective countries.How should you configure the access rights?,"A.Create a group per country. Add analysts to their respective country-groups. Create a single group 'all_analysts', and add all country-groups as members. Grant the 'all_analysts' group the IAM role of BigQuery jobUser. Share the appropriate dataset with view access with each respective analyst country-group.","B.Create a group per country. Add analysts to their respective country-groups. Create a single group 'all_analysts', and add all country-groups as members. Grant the 'all_analysts' group the IAM role of BigQuery jobUser. Share the appropriate tables with view access with each respective analyst country-group.","C.Create a group per country. Add analysts to their respective country-groups. Create a single group 'all_analysts', and add all country-groups as members. Grant the 'all_analysts' group the IAM role of BigQuery dataViewer. Share the appropriate dataset with view access with each respective analyst country- group.","D.Create a group per country. Add analysts to their respective country-groups. Create a single group 'all_analysts', and add all country-groups as members. Grant the 'all_analysts' group the IAM role of BigQuery dataViewer. Share the appropriate table with view access with each respective analyst country-group.",,,A,,A,51,TRUE
,,,,,,,,,,C,28,FALSE
result_examtopics professional cloud architect topic 1 113 discussion.html,Your organization has decided to restrict the use of external IP addresses on instances to only approved instances. You want to enforce this requirement across all of your Virtual Private Clouds (VPCs). What should you do?,A.Remove the default route on all VPCs. Move all approved instances into a new subnet that has a default route to an internet gateway.,"B.Create a new VPC in custom mode. Create a new subnet for the approved instances, and set a default route to the internet gateway on this new subnet.",C.Implement a Cloud NAT solution to remove the need for external IP addresses entirely.,D.Set an Organization Policy with a constraint on constraints/compute.vmExternalIpAccess. List the approved instances in the allowedValues list.,,,D,,D,13,TRUE
result_examtopics professional cloud architect topic 1 13 discussion.html,Your customer is receiving reports that their recently updated Google App Engine application is taking approximately 30 seconds to load for some of their users.This behavior was not reported before the update.What strategy should you take?,A.Work with your ISP to diagnose the problem,"B.Open a support ticket to ask for network capture and flow data to diagnose the problem, then roll back your application","C.Roll back to an earlier known good release initially, then use Stackdriver Trace and Logging to diagnose the problem in a development/test/staging environment","D.Roll back to an earlier known good release, then push the release again at a quieter period to investigate. Then use Stackdriver Trace and Logging to diagnose the problem",,,C,,C,24,TRUE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 106 discussion.html,"You are managing an application deployed on Cloud Run for Anthos, and you need to define a strategy for deploying new versions of the application. You want to evaluate the new code with a subset of production traffic to decide whether to proceed with the rollout. What should you do?",A.Deploy a new revision to Cloud Run with the new version. Configure traffic percentage between revisions.,B.Deploy a new service to Cloud Run with the new version. Add a Cloud Load Balancing instance in front of both services.,"C.In the Google Cloud Console page for Cloud Run, set up continuous deployment using Cloud Build for the development branch. As part of the Cloud Build trigger, configure the substitution variable TRAFFIC_PERCENTAGE with the percentage of traffic you want directed to a new version.","D.In the Google Cloud Console, configure Traffic Director with a new Service that points to the new version of the application on Cloud Run. Configure Traffic Director to send a small percentage of traffic to the new version of the application.",,,A,,A,28,TRUE
,,,,,,,,,,C,9,FALSE
result_examtopics professional cloud architect topic 1 147 discussion.html,"Your company has an enterprise application running on Compute Engine that requires high availability and high performance. The application has been deployed on two instances in two zones in the same region in active-passive mode. The application writes data to a persistent disk. In the case of a single zone outage, that data should be immediately made available to the other instance in the other zone. You want to maximize performance while minimizing downtime and data loss.What should you do?","A.1. Attach a persistent SSD disk to the first instance. 2. Create a snapshot every hour. 3. In case of a zone outage, recreate a persistent SSD disk in the second instance where data is coming from the created snapshot.","B.1. Create a Cloud Storage bucket. 2. Mount the bucket into the first instance with gcs-fuse. 3. In case of a zone outage, mount the Cloud Storage bucket to the second instance with gcs-fuse.","C.1. Attach a regional SSD persistent disk to the first instance. 2. In case of a zone outage, force-attach the disk to the other instance.","D.1. Attach a local SSD to the first instance disk. 2. Execute an rsync command every hour where the target is a persistent SSD disk attached to the second instance. 3. In case of a zone outage, use the second instance.",,,C,,C,31,TRUE
,,,,,,,,,,B,4,FALSE
result_examtopics professional cloud architect topic 1 222 discussion.html,"You have a container deployed on Google Kubernetes Engine. The container can sometimes be slow to launch, so you have implemented a liveness probe. You notice that the liveness probe occasionally fails on launch. What should you do?",A.Add a startup probe.,B.Increase the initial delay for the liveness probe.,C.Increase the CPU limit for the container.,D.Add a readiness probe.,,,A,,A,12,TRUE
,,,,,,,,,,B,8,FALSE
,,,,,,,,,,D,2,FALSE
result_examtopics professional cloud architect topic 1 34 discussion.html,"Your development team has installed a new Linux kernel module on the batch servers in Google Compute Engine (GCE) virtual machines (VMs) to speed up the nightly batch process. Two days after the installation, 50% of the batch servers failed the nightly batch run. You want to collect details on the failure to pass back to the development team.Which three actions should you take? (Choose three.)",A.Use Stackdriver Logging to search for the module log entries,B.Read the debug GCE Activity log using the API or Cloud Console,C.Use gcloud or Cloud Console to connect to the serial console and observe the logs,"D.Identify whether a live migration event of the failed server occurred, using in the activity log","E.Adjust the Google Stackdriver timeline to match the failure time, and observe the batch server metrics","F.Export a debug VM into an image, and run the image on a local server where kernel log messages will be displayed on the native screen",ACE,,ACE,13,TRUE
,,,,,,,,,,ABE,12,FALSE
,,,,,,,,,,ACD,2,FALSE
result_examtopics professional cloud architect topic 1 237 discussion.html,You noticed that your application was forcefully shut down during a Deployment update in Google Kubernetes Engine. Your application didnAot close the database connection before it was terminated. You want to update your application to make sure that it completes a graceful shutdown. What should you do?,A.Update your code to process a received SIGTERM signal to gracefully disconnect from the database.,B.Configure a PodDisruptionBudget to prevent the Pod from being forcefully shut down.,C.Increase the terminationGracePeriodSeconds for your application.,D.Configure a PreStop hook to shut down your application.,,,A,,A,8,TRUE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 69 discussion.html,Your application requires service accounts to be authenticated to GCP products via credentials stored on its host Compute Engine virtual machine instances. You want to distribute these credentials to the host instances as securely as possible.What should you do?,A.Use HTTP signed URLs to securely provide access to the required resources.,B.Use the instance's service account Application Default Credentials to authenticate to the required resources.,"C.Generate a P12 file from the GCP Console after the instance is deployed, and copy the credentials to the host instance before starting the application.","D.Commit the credential JSON file into your application's source repository, and have your CI/CD process package it with the software that is deployed to the instance.",,,B,,B,6,TRUE
,,,,,,,,,,C,1,FALSE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 260 discussion.html,You are a developer at a large organization. Your team uses Git for source code management (SCM). You want to ensure that your team follows Google-recommended best practices to manage code to drive higher rates of software delivery. Which SCM process should your team use?,"A.Each developer commits their code to the main branch before each product release, conducts testing, and rolls back if integration issues are detected.","B.Each group of developers copies the repository, commits their changes to their repository, and merges their code into the main repository before each product release.","C.Each developer creates a branch for their own work, commits their changes to their branch, and merges their code into the main branch daily.","D.Each group of developers creates a feature branch from the main branch for their work, commits their changes to their branch, and merges their code into the main branch after the change advisory board approves it.",,,D,,D,7,TRUE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 171 discussion.html,"Your company has a Google Workspace account and Google Cloud Organization. Some developers in the company have created Google Cloud projects outside of the Google Cloud Organization.You want to create an Organization structure that allows developers to create projects, but prevents them from modifying production projects. You want to manage policies for all projects centrally and be able to set more restrictive policies for production projects.You want to minimize disruption to users and developers when business needs change in the future. You want to follow Google-recommended practices. Now should you design the Organization structure?","A.1. Create a second Google Workspace account and Organization. 2. Grant all developers the Project Creator IAM role on the new Organization. 3. Move the developer projects into the new Organization. 4. Set the policies for all projects on both Organizations. 5. Additionally, set the production policies on the original Organization.","B.1. Create a folder under the Organization resource named iC Production.iC  2. Grant all developers the Project Creator IAM role on the new Organization. 3. Move the developer projects into the new Organization. 4. Set the policies for all projects on the Organization. 5. Additionally, set the production policies on the iC ProductioniC  folder.","C.1. Create folders under the Organization resource named iC DevelopmentiC  and iC Production.iC  2. Grant all developers the Project Creator IAM role on the iC DevelopmentiC  folder. 3. Move the developer projects into the iC DevelopmentiC  folder. 4. Set the policies for all projects on the Organization. 5. Additionally, set the production policies on the iC ProductioniC  folder.","D.1. Designate the Organization for production projects only. 2. Ensure that developers do not have the Project Creator IAM role on the Organization. 3. Create development projects outside of the Organization using the developer Google Workspace accounts. 4. Set the policies for all projects on the Organization. 5. Additionally, set the production policies on the individual production projects.",,,C,,C,32,TRUE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 101 discussion.html,"Your company is building a new architecture to support its data-centric business focus. You are responsible for setting up the network. Your company's mobile and web-facing applications will be deployed on-premises, and all data analysis will be conducted in GCP. The plan is to process and load 7 years of archived .csv files totaling 900 TB of data and then continue loading 10 TB of data daily. You currently have an existing 100-MB internet connection.What actions will meet your company's needs?","A.Compress and upload both archived  files and files uploaded daily using the gsutil iC ""m option.","B.Lease a Transfer Appliance, upload archived files to it, and send it to Google to transfer archived data to Cloud Storage. Establish a connection with Google using a Dedicated Interconnect or Direct Peering connection and use it to upload files daily.","C.Lease a Transfer Appliance, upload archived files to it, and send it to Google to transfer archived data to Cloud Storage. Establish one Cloud VPN Tunnel to VPC networks over the public internet, and compress and upload files daily using the gsutil iC ""m option.","D.Lease a Transfer Appliance, upload archived files to it, and send it to Google to transfer archived data to Cloud Storage. Establish a Cloud VPN Tunnel to VPC networks over the public internet, and compress and upload files daily.",,,B,,B,19,TRUE
,,,,,,,,,,C,1,FALSE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 156 discussion.html,Your company just experienced a Google Kubernetes Engine (GKE) API outage due to a zone failure. You want to deploy a highly available GKE architecture that minimizes service interruption to users in the event of a future zone failure. What should you do?,A.Deploy Zonal clusters,B.Deploy Regional clusters,C.Deploy Multi-Zone clusters,D.Deploy GKE on-premises clusters,,,B,,B,9,TRUE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 57 discussion.html,You are deploying a single website on App Engine that needs to be accessible via the URL http://www.altostrat.com/.What should you do?,A.Verify domain ownership with Webmaster Central. Create a DNS CNAME record to point to the App Engine canonical name ghs.googlehosted.com.,B.Verify domain ownership with Webmaster Central. Define an A record pointing to the single global App Engine IP address.,C.Define a mapping in dispatch.yaml to point the domain www.altostrat.com to your App Engine service. Create a DNS CNAME record to point to the App Engine canonical name ghs.googlehosted.com.,D.Define a mapping in dispatch.yaml to point the domain www.altostrat.com to your App Engine service. Define an A record pointing to the single global App Engine IP address.,,,A,,A,7,TRUE
result_examtopics professional cloud architect topic 1 190 discussion.html,You have a Compute Engine application that you want to autoscale when total memory usage exceeds 80%. You have installed the Cloud Monitoring agent and configured the autoscaling policy as follows:ue Metric identifier: agent.googleapis.com/memory/percent_usedue Filter: metric.label.state = 'used'ue Target utilization level: 80ue Target type: GAUGEYou observe that the application does not scale under high load. You want to resolve this. What should you do?,A.Change the Target type to DELTA_PER_MINUTE.,B.Change the Metric identifier to agent.googleapis.com/memory/bytes_used.,C.Change the filter to metric.label.state = 'used' AND metric.label.state = 'buffered' AND metric.label.state = 'cached' AND metric.label.state = 'slab'.,D.Change the filter to metric.label.state = 'free' and the Target utilization to 20.,,,C,,C,74,TRUE
,,,,,,,,,,A,33,FALSE
,,,,,,,,,,D,15,FALSE
result_examtopics professional cloud architect topic 1 261 discussion.html,"You're trying to delete an SSL certificate from the IAM certificate store, and you're getting the message ""Certificate: <certificate-id> is being used by CloudFront.""Which of the following statements is probably the reason why you are getting this error?",A.Before you can delete an SSL certificate you need to set up https on your server.,"B.Before you can delete an SSL certificate, you need to set up the appropriate access level in IAM","C.Before you can delete an SSL certificate, you need to either rotate SSL certificates or revert from using a custom SSL certificate to using the default CloudFront certificate.",D.You can't delete SSL certificates. You need to request it from AWS.,,,C,,C,2,TRUE
result_examtopics professional cloud architect topic 1 20 discussion.html,A lead engineer wrote a custom tool that deploys virtual machines in the legacy data center. He wants to migrate the custom tool to the new cloud environment.You want to advocate for the adoption of Google Cloud Deployment Manager.What are two business risks of migrating to Cloud Deployment Manager? (Choose two.),A.Cloud Deployment Manager uses Python,B.Cloud Deployment Manager APIs could be deprecated in the future,C.Cloud Deployment Manager is unfamiliar to the company's engineers,D.Cloud Deployment Manager requires a Google APIs service account to run,E.Cloud Deployment Manager can be used to permanently delete cloud resources,F.Cloud Deployment Manager only supports automation of Google Cloud resources,CF,,CF,50,TRUE
,,,,,,,,,,CE,22,FALSE
,,,,,,,,,,EF,20,FALSE
,,,,,,,,,,BC,16,FALSE
,,,,,,,,,,BF,9,FALSE
,,,,,,,,,,BE,2,FALSE
,,,,,,,,,,DF,1,FALSE
result_examtopics professional cloud architect topic 1 130 discussion.html,Your company has a networking team and a development team. The development team runs applications on Compute Engine instances that contain sensitive data. The development team requires administrative permissions for Compute Engine. Your company requires all network resources to be managed by the networking team. The development team does not want the networking team to have access to the sensitive data on the instances. What should you do?,A.1. Create a project with a standalone VPC and assign the Network Admin role to the networking team. 2. Create a second project with a standalone VPC and assign the Compute Admin role to the development team. 3. Use Cloud VPN to join the two VPCs.,"B.1. Create a project with a standalone Virtual Private Cloud (VPC), assign the Network Admin role to the networking team, and assign the Compute Admin role to the development team.","C.1. Create a project with a Shared VPC and assign the Network Admin role to the networking team. 2. Create a second project without a VPC, configure it as a Shared VPC service project, and assign the Compute Admin role to the development team.",D.1. Create a project with a standalone VPC and assign the Network Admin role to the networking team. 2. Create a second project with a standalone VPC and assign the Compute Admin role to the development team. 3. Use VPC Peering to join the two VPCs.,,,C,,C,110,TRUE
,,,,,,,,,,B,83,FALSE
result_examtopics professional cloud architect topic 1 227 discussion.html,A company provides auction services for artwork and has users across North America and Europe. The company hosts its application in Amazon EC2 instances in the us-east-1 Region. Artists upload photos of their work as large-size. high-resolution image files from their mobile phones to a centralized Amazon S3 bucket created in the us-east-1 Region. The users in Europe are reporting slow performance for their image uploads.How can a solutions architect improve the performance of the image upload process?,A.Redeploy the application to use S3 multipart uploads.,B.Create an Amazon CloudFront distribution and point to the application as a custom origin.,C.Configure the buckets to use S3 Transfer Acceleration.,D.Create an Auto Scaling group for the EC2 instances and create a scaling policy.,,,C,,C,39,TRUE
,,,,,,,,,,A,2,FALSE
result_examtopics professional cloud architect topic 1 196 discussion.html,Your company wants to migrate their 10-TB on-premises database export into Cloud Storage. You want to minimize the time it takes to complete this activity and the overall cost. The bandwidth between the on-premises environment and Google Cloud is 1 Gbps. You want to follow Google-recommended practices. What should you do?,A.Develop a Dataflow job to read data directly from the database and write it into Cloud Storage.,B.Use the Data Transfer appliance to perform an offline migration.,C.Use a commercial partner ETL solution to extract the data from the on-premises database and upload it into Cloud Storage.,D.Upload the data with gcloud storage cp.,,,D,,D,38,TRUE
,,,,,,,,,,B,25,FALSE
result_examtopics professional cloud architect topic 1 249 discussion.html,You are developing an event-driven application. You have created a topic to receive messages sent to Pub/Sub. You want those messages to be processed in real time. You need the application to be independent from any other system and only incur costs when new messages arrive. How should you configure the architecture?,A.Deploy the application on Compute Engine. Use a Pub/Sub push subscription to process new messages in the topic.,B.Deploy your code on Cloud Functions. Use a Pub/Sub trigger to invoke the Cloud Function. Use the Pub/Sub API to create a pull subscription to the Pub/Sub topic and read messages from it.,C.Deploy the application on Google Kubernetes Engine. Use the Pub/Sub API to create a pull subscription to the Pub/Sub topic and read messages from it.,D.Deploy your code on Cloud Functions. Use a Pub/Sub trigger to handle new messages in the topic.,,,D,,D,10,TRUE
,,,,,,,,,,B,8,FALSE
result_examtopics professional cloud architect topic 1 193 discussion.html,"You are configuring the cloud network architecture for a newly created project in Google Cloud that will host applications in Compute Engine. Compute Engine virtual machine instances will be created in two different subnets (sub-a and sub-b) within a single region:A	Instances in sub-a will have public IP addresses.A	Instances in sub-b will have only private IP addresses.To download updated packages, instances must connect to a public repository outside the boundaries of Google Cloud. You need to allow sub-b to access the external repository. What should you do?",A.Enable Private Google Access on sub-b.,B.Configure Cloud NAT and select sub-b in the NAT mapping section.,C.Configure a bastion host instance in sub-a to connect to instances in sub-b.,D.Enable Identity-Aware Proxy for TCP forwarding for instances in sub-b.,,,B,,B,10,TRUE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 125 discussion.html,"You are working at a financial institution that stores mortgage loan approval documents on Cloud Storage. Any change to these approval documents must be uploaded as a separate approval file, so you want to ensure that these documents cannot be deleted or overwritten for the next 5 years. What should you do?",A.Create a retention policy on the bucket for the duration of 5 years. Create a lock on the retention policy.,"B.Create the bucket with uniform bucket-level access, and grant a service account the role of Object Writer. Use the service account to upload new files.",C.Use a customer-managed key for the encryption of the bucket. Rotate the key after 5 years.,"D.Create the bucket with fine-grained access control, and grant a service account the role of Object Writer. Use the service account to upload new files.",,,A,,A,12,TRUE
result_examtopics professional cloud architect topic 1 98 discussion.html,"Your company acquired a healthcare startup and must retain its customers' medical information for up to 4 more years, depending on when it was created. Your corporate policy is to securely retain this data, and then delete it as soon as regulations allow.Which approach should you take?",A.Store the data in Google Drive and manually delete records as they expire.,B.Anonymize the data using the Cloud Data Loss Prevention API and store it indefinitely.,C.Store the data in Cloud Storage and use lifecycle management to delete files when they expire.,D.Store the data in Cloud Storage and run a nightly batch script that deletes all expired data.,,,C,,C,6,TRUE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 49 discussion.html,"Google Cloud Platform resources are managed hierarchically using organization, folders, and projects. When Cloud Identity and Access Management (IAM) policies exist at these different levels, what is the effective policy at a particular node of the hierarchy?",A.The effective policy is determined only by the policy set at the node,B.The effective policy is the policy set at the node and restricted by the policies of its ancestors,C.The effective policy is the union of the policy set at the node and policies inherited from its ancestors,D.The effective policy is the intersection of the policy set at the node and policies inherited from its ancestors,,,C,,C,11,TRUE
result_examtopics professional cloud architect topic 1 151 discussion.html,Your company has a support ticketing solution that uses App Engine Standard. The project that contains the App Engine application already has a Virtual PrivateCloud (VPC) network fully connected to the company's on-premises environment through a Cloud VPN tunnel. You want to enable the App Engine application to communicate with a database that is running in the company's on-premises environment. What should you do?,A.Configure private Google access for on-premises hosts only.,B.Configure private Google access.,C.Configure private services access.,D.Configure serverless VPC access.,,,D,,D,64,TRUE
,,,,,,,,,,B,5,FALSE
result_examtopics professional cloud architect topic 1 70 discussion.html,You are using a single Cloud SQL instance to serve your application from a specific zone. You want to introduce high availability. What should you do?,A.Create a read replica instance in a different region,B.Create a failover replica instance in a different region,"C.Create a read replica instance in the same region, but in a different zone","D.Create a failover replica instance in the same region, but in a different zone",,,D,,D,34,TRUE
,,,,,,,,,,C,19,FALSE
,,,,,,,,,,B,4,FALSE
result_examtopics professional cloud architect topic 1 96 discussion.html,You need to develop procedures to test a disaster plan for a mission-critical application. You want to use Google-recommended practices and native capabilities within GCP.What should you do?,A.Use Deployment Manager to automate service provisioning. Use Activity Logs to monitor and debug your tests.,B.Use Deployment Manager to automate service  provisioning. Use Stackdriver to monitor and debug your tests.,C.Use gcloud scripts to automate service provisioning. Use Activity Logs to monitor and debug your tests.,D.Use gcloud scripts to automate service provisioning. Use Stackdriver to monitor and debug your tests.,,,B,,B,8,TRUE
,,,,,,,,,,D,1,FALSE
